Order ID,Order Date,Ship Date,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Status
CA-2015-122210,2015-11-30,2015-12-04,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,152.991,3,0.7,-122.39280000000002,Pending
CA-2015-122210,2015-11-30,2015-12-04,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,10.584,7,0.2,-2.3813999999999993,Pending
CA-2015-122210,2015-11-30,2015-12-04,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,94.91999999999999,4,0.4,15.819999999999993,Open
CA-2015-156377,2015-12-31,2016-01-05,Standard Class,Consumer,Grand Prairie,Texas,Central,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,5,0.6,-11.439000000000004,Open
CA-2015-156377,2015-12-31,2016-01-05,Standard Class,Consumer,Grand Prairie,Texas,Central,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.6559999999999993,4,0.8,-5.849600000000002,Completed
US-2017-157896,2017-11-16,2017-11-16,Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,0.0,73.41,Completed
CA-2014-159520,2014-06-06,2014-06-11,Standard Class,Corporate,Long Beach,New York,East,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,149.54399999999998,9,0.2,50.47109999999999,Completed
CA-2014-159520,2014-06-06,2014-06-11,Standard Class,Corporate,Long Beach,New York,East,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,17.14,2,0.0,4.4564,Completed
CA-2014-159520,2014-06-06,2014-06-11,Standard Class,Corporate,Long Beach,New York,East,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.7640000000001,3,0.4,-347.1174000000001,Open
CA-2016-155481,2016-09-01,2016-09-05,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,6,0.2,9.905999999999999,Pending
CA-2016-155481,2016-09-01,2016-09-05,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.987999999999996,2,0.4,-4.797599999999997,Open
CA-2016-155481,2016-09-01,2016-09-05,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,Staples,16.688,7,0.2,5.4235999999999995,Completed
US-2016-152051,2016-06-25,2016-06-29,Standard Class,Corporate,York,Pennsylvania,East,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.05799999999994,3,0.3,-18.0882,Pending
US-2016-152051,2016-06-25,2016-06-29,Standard Class,Corporate,York,Pennsylvania,East,Office Supplies,Binders,GBC Wire Binding Strips,38.088,4,0.7,-27.93119999999999,Pending
US-2016-152051,2016-06-25,2016-06-29,Standard Class,Corporate,York,Pennsylvania,East,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.35200000000003,6,0.2,-50.87040000000002,Pending
CA-2014-141607,2014-12-12,2014-12-17,Standard Class,Consumer,Concord,California,West,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,1,0.0,4.330999999999996,Pending
CA-2017-102771,2017-03-31,2017-04-05,Standard Class,Consumer,New York City,New York,East,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,84.94999999999999,5,0.0,22.086999999999996,Pending
US-2017-139969,2017-11-19,2017-11-26,Standard Class,Consumer,College Station,Texas,Central,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,233.058,3,0.3,-53.270399999999995,Pending
CA-2014-167360,2014-11-24,2014-11-29,Second Class,Consumer,Saint Louis,Missouri,Central,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,7,0.0,43.5981,Pending
CA-2015-123505,2015-11-22,2015-11-26,Standard Class,Consumer,Quincy,Massachusetts,East,Office Supplies,Paper,Xerox 1970,14.940000000000001,3,0.0,7.021800000000001,Open
CA-2016-117282,2016-07-14,2016-07-18,Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,14.16,2,0.2,5.133,Open
US-2016-120460,2016-04-30,2016-05-05,Standard Class,Home Office,Dallas,Texas,Central,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,0.6,-10.173599999999997,Completed
CA-2016-111115,2016-07-25,2016-07-27,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,OIC Binder Clips,21.48,6,0.0,10.74,Completed
CA-2014-124646,2014-06-22,2014-06-24,First Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81000000000006,3,0.0,0.0,Completed
CA-2014-124646,2014-06-22,2014-06-24,First Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0.0,9.716399999999993,Completed
CA-2017-148166,2017-10-21,2017-10-26,Standard Class,Home Office,Deltona,Florida,South,Office Supplies,Art,Newell 33,17.856,4,0.2,2.0087999999999973,Open
CA-2016-159737,2016-09-03,2016-09-09,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.807999999999998,3,0.8,-14.973600000000001,Pending
CA-2016-141019,2016-05-14,2016-05-14,Same Day,Consumer,Cincinnati,Ohio,East,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.38400000000001,1,0.2,29.769,Open
CA-2016-101938,2016-01-07,2016-01-12,Standard Class,Home Office,Oakland,California,West,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,1,0.0,10.028199999999998,Completed
CA-2017-166296,2017-03-13,2017-03-19,Standard Class,Home Office,Manteca,California,West,Office Supplies,Paper,Multicolor Computer Printout Paper,314.54999999999995,3,0.0,150.98399999999998,Pending
CA-2016-154018,2016-10-13,2016-10-19,Standard Class,Consumer,Laredo,Texas,Central,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,191.976,3,0.2,23.996999999999986,Pending
CA-2016-154018,2016-10-13,2016-10-19,Standard Class,Consumer,Laredo,Texas,Central,Office Supplies,Paper,Array Memo Cubes,8.288,2,0.2,3.0043999999999995,Pending
CA-2016-154018,2016-10-13,2016-10-19,Standard Class,Consumer,Laredo,Texas,Central,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",139.92,5,0.6,-150.414,Pending
CA-2016-154018,2016-10-13,2016-10-19,Standard Class,Consumer,Laredo,Texas,Central,Office Supplies,Art,Newell 334,15.872,1,0.2,1.1904000000000003,Pending
CA-2016-154018,2016-10-13,2016-10-19,Standard Class,Consumer,Laredo,Texas,Central,Office Supplies,Binders,Avery Non-Stick Binders,6.285999999999999,7,0.8,-11.000500000000008,Pending
CA-2017-117870,2017-01-27,2017-01-30,Second Class,Consumer,Kent,Ohio,East,Office Supplies,Art,Newell 312,14.015999999999998,3,0.2,1.7519999999999998,Pending
CA-2017-117870,2017-01-27,2017-01-30,Second Class,Consumer,Kent,Ohio,East,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,71.976,3,0.2,-8.997000000000003,Open
CA-2017-117870,2017-01-27,2017-01-30,Second Class,Consumer,Kent,Ohio,East,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,3,0.4,-26.995499999999993,Open
US-2017-137491,2017-11-19,2017-11-25,Standard Class,Corporate,San Angelo,Texas,Central,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",305.312,2,0.3,-8.72320000000002,Completed
CA-2014-152296,2014-08-01,2014-08-03,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752000000000002,3,0.2,6.9132,Completed
CA-2016-112025,2016-07-30,2016-08-04,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,GBC VeloBind Cover Sets,9.263999999999998,3,0.8,-13.895999999999997,Completed
CA-2015-132507,2015-07-30,2015-08-03,Second Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,4,0.2,6.179200000000002,Completed
CA-2016-125738,2016-10-15,2016-10-21,Standard Class,Home Office,Salt Lake City,Utah,West,Office Supplies,Paper,Xerox 1982,45.68,2,0.0,21.0128,Open
CA-2016-125738,2016-10-15,2016-10-21,Standard Class,Home Office,Salt Lake City,Utah,West,Office Supplies,Paper,Xerox 1986,60.12,9,0.0,28.857599999999998,Pending
CA-2016-125738,2016-10-15,2016-10-21,Standard Class,Home Office,Salt Lake City,Utah,West,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,0.2,13.037499999999998,Open
CA-2016-125738,2016-10-15,2016-10-21,Standard Class,Home Office,Salt Lake City,Utah,West,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,8,0.0,32.93599999999999,Completed
CA-2016-128818,2016-05-07,2016-05-11,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.23200000000001,7,0.2,30.896599999999996,Pending
CA-2016-128818,2016-05-07,2016-05-11,Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,44.400000000000006,3,0.0,22.200000000000003,Pending
CA-2016-128818,2016-05-07,2016-05-11,Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,Hon Mobius Operator's Chair,442.764,4,0.1,59.0352,Pending
CA-2016-128818,2016-05-07,2016-05-11,Standard Class,Consumer,New York City,New York,East,Technology,Machines,Bady BDG101FRU Card Printer,3999.95,5,0.0,1159.9854999999998,Pending
CA-2016-128818,2016-05-07,2016-05-11,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95000000000002,5,0.0,21.994499999999988,Pending
CA-2016-128818,2016-05-07,2016-05-11,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,Staple-based wall hangings,63.68,8,0.0,28.019200000000005,Pending
CA-2017-124576,2017-08-01,2017-08-04,Second Class,Corporate,Salinas,California,West,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,54.89600000000001,2,0.2,18.5274,Pending
CA-2016-101378,2016-07-14,2016-07-14,Same Day,Consumer,Huntsville,Alabama,South,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,2,0.0,7.25,Open
CA-2017-143063,2017-08-10,2017-08-15,Standard Class,Consumer,Columbus,Indiana,Central,Office Supplies,Envelopes,Staple envelope,70.08,6,0.0,35.04,Open
CA-2017-143063,2017-08-10,2017-08-15,Standard Class,Consumer,Columbus,Indiana,Central,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3,2,0.0,25.473,Completed
CA-2017-143063,2017-08-10,2017-08-15,Standard Class,Consumer,Columbus,Indiana,Central,Technology,Phones,Aastra 57i VoIP phone,1454.4900000000002,9,0.0,378.16740000000004,Completed
CA-2016-118913,2016-06-25,2016-06-29,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,60.81,3,0.0,17.0268,Completed
CA-2016-128412,2016-12-10,2016-12-17,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,3,0.2,51.8238,Completed
CA-2016-128412,2016-12-10,2016-12-17,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,Holmes HEPA Air Purifier,65.34,3,0.0,22.869,Open
CA-2016-128412,2016-12-10,2016-12-17,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,Xerox 1988,123.92,4,0.0,55.763999999999996,Pending
CA-2016-128412,2016-12-10,2016-12-17,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,35.099999999999994,3,0.0,12.285,Open
CA-2016-128412,2016-12-10,2016-12-17,Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,0.0,8.502499999999994,Completed
CA-2016-136483,2016-12-01,2016-12-06,Standard Class,Consumer,Knoxville,Tennessee,South,Office Supplies,Art,Newell 343,4.704,2,0.2,0.4116000000000002,Pending
CA-2014-163013,2014-11-28,2014-12-04,Standard Class,Consumer,Montgomery,Alabama,South,Office Supplies,Art,Newell 331,14.669999999999998,3,0.0,3.9609,Pending
CA-2015-135363,2015-03-28,2015-04-02,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1999,15.552000000000003,3,0.2,5.4432,Pending
CA-2015-135363,2015-03-28,2015-04-02,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,5.232,1,0.2,1.7004,Pending
US-2014-165659,2014-06-01,2014-06-06,Standard Class,Consumer,Little Rock,Arkansas,South,Furniture,Furnishings,3M Hangers With Command Adhesive,22.200000000000003,6,0.0,9.102000000000002,Pending
US-2014-165659,2014-06-01,2014-06-06,Standard Class,Consumer,Little Rock,Arkansas,South,Technology,Phones,Adtran 1202752G1,881.93,7,0.0,229.30180000000001,Pending
CA-2015-138002,2015-09-06,2015-09-12,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,Acco Hanging Data Binders,6.096,2,0.2,2.1336,Pending
CA-2015-138002,2015-09-06,2015-09-12,Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3,0.0,74.8098,Open
CA-2015-128860,2015-06-29,2015-07-05,Standard Class,Consumer,Lancaster,Pennsylvania,East,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",20.104,1,0.2,1.7591,Open
CA-2016-164350,2016-09-10,2016-09-12,Second Class,Home Office,Bristol,Tennessee,South,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",67.56,3,0.2,8.44499999999999,Completed
US-2014-103905,2014-07-14,2014-07-20,Standard Class,Home Office,Aurora,Illinois,Central,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,29.93199999999999,7,0.8,-46.39460000000001,Completed
US-2014-103905,2014-07-14,2014-07-20,Standard Class,Home Office,Aurora,Illinois,Central,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,38.272000000000006,4,0.2,3.8272000000000013,Completed
CA-2015-129854,2015-08-22,2015-08-26,Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,Newell Chalk Holder,16.52,4,0.0,7.5992,Completed
CA-2014-125556,2014-11-14,2014-11-16,Second Class,Consumer,Fairfield,Connecticut,East,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,832.93,7,0.0,233.22039999999998,Open
CA-2014-125556,2014-11-14,2014-11-16,Second Class,Consumer,Fairfield,Connecticut,East,Office Supplies,Binders,Acco 3-Hole Punch,43.8,10,0.0,21.023999999999997,Pending
CA-2016-162313,2016-11-27,2016-11-30,First Class,Corporate,Lincoln Park,Michigan,Central,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,167.292,6,0.1,29.7408,Open
CA-2017-107874,2017-11-21,2017-11-25,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,27.42,1,0.0,11.2422,Completed
CA-2017-129378,2017-10-01,2017-10-02,First Class,Consumer,San Jose,California,West,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.4400000000000002,1,0.2,0.504,Pending
CA-2017-129378,2017-10-01,2017-10-02,First Class,Consumer,San Jose,California,West,Office Supplies,Binders,Storex Dura Pro Binders,61.77600000000001,13,0.2,20.849399999999996,Pending
CA-2017-129378,2017-10-01,2017-10-02,First Class,Consumer,San Jose,California,West,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96,2,0.0,60.49000000000001,Pending
CA-2017-129378,2017-10-01,2017-10-02,First Class,Consumer,San Jose,California,West,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,4,0.2,9.503199999999993,Pending
CA-2014-151953,2014-09-20,2014-09-25,Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Art,Nontoxic Chalk,2.8160000000000003,2,0.2,0.9855999999999999,Pending
CA-2017-130841,2017-07-28,2017-08-01,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,Zipper Ring Binder Pockets,9.984000000000002,4,0.2,3.6191999999999993,Pending
CA-2017-130841,2017-07-28,2017-08-01,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Storage,Super Decoflex Portable Personal File,14.98,1,0.0,4.1944,Pending
CA-2017-130841,2017-07-28,2017-08-01,Standard Class,Corporate,San Francisco,California,West,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1145.6000000000001,4,0.2,100.24000000000007,Open
CA-2015-131884,2015-12-06,2015-12-06,Same Day,Consumer,Marion,Ohio,East,Technology,Phones,Polycom SoundStation2 EX Conference phone,485.93999999999994,2,0.4,-89.08900000000006,Open
CA-2015-131884,2015-12-06,2015-12-06,Same Day,Consumer,Marion,Ohio,East,Office Supplies,Art,Newell 312,37.376,8,0.2,4.671999999999999,Completed
CA-2015-131884,2015-12-06,2015-12-06,Same Day,Consumer,Marion,Ohio,East,Furniture,Chairs,Global Low Back Tilter Chair,70.68599999999999,1,0.3,-24.23520000000001,Completed
CA-2017-121909,2017-07-31,2017-08-05,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1991,54.816,3,0.2,17.815199999999997,Completed
CA-2016-106383,2016-03-19,2016-03-21,Second Class,Consumer,Littleton,Colorado,West,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.29400000000001,1,0.7,-98.80179999999999,Completed
CA-2017-130771,2017-07-29,2017-08-03,Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Fasteners,Assorted Color Push Pins,2.8960000000000004,2,0.2,0.4705999999999998,Open
CA-2017-130771,2017-07-29,2017-08-03,Standard Class,Corporate,Austin,Texas,Central,Technology,Phones,Cisco SPA301,124.79200000000002,1,0.2,15.598999999999993,Pending
CA-2016-139157,2016-10-01,2016-10-05,Standard Class,Consumer,New York City,New York,East,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588,1,0.4,-115.70580000000004,Open
CA-2014-128055,2014-03-31,2014-04-05,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.5680000000001,2,0.2,252.588,Completed
CA-2014-128055,2014-03-31,2014-04-05,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,2,0.0,14.834400000000002,Pending
CA-2017-157091,2017-06-26,2017-07-01,Standard Class,Consumer,La Porte,Indiana,Central,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,5,0.0,31.58699999999996,Pending
CA-2017-132122,2017-07-09,2017-07-14,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,5,0.2,14.307499999999997,Pending
CA-2015-123232,2015-12-14,2015-12-16,Second Class,Consumer,Portland,Oregon,West,Technology,Phones,HTC One,319.968,4,0.2,35.99639999999995,Pending
CA-2017-104066,2017-12-05,2017-12-10,Standard Class,Corporate,Burlington,Vermont,East,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,205.03,7,0.0,67.65989999999998,Pending
CA-2015-145849,2015-09-15,2015-09-17,Second Class,Consumer,Indianapolis,Indiana,Central,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,190.86,2,0.0,11.451599999999985,Pending
CA-2015-145849,2015-09-15,2015-09-17,Second Class,Consumer,Indianapolis,Indiana,Central,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,24.32,8,0.0,8.268799999999999,Pending
CA-2016-122322,2016-07-15,2016-07-21,Standard Class,Home Office,Provo,Utah,West,Office Supplies,Supplies,Fiskars Home & Office Scissors,44.400000000000006,5,0.0,12.432000000000002,Open
CA-2017-166849,2017-04-20,2017-04-26,Standard Class,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,44.400000000000006,2,0.6,-52.16999999999999,Open
CA-2016-146633,2016-11-15,2016-11-17,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,1,0.2,381.297,Completed
CA-2016-146633,2016-11-15,2016-11-17,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.136,7,0.2,13.347599999999998,Completed
US-2016-126893,2016-11-26,2016-12-01,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Mitel MiVoice 5330e IP Phone,494.98199999999997,3,0.4,-115.49580000000006,Completed
CA-2017-103380,2017-11-21,2017-11-25,Standard Class,Home Office,Pasadena,California,West,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2,0.0,15.2712,Completed
CA-2017-103380,2017-11-21,2017-11-25,Standard Class,Home Office,Pasadena,California,West,Office Supplies,Art,Newell 344,5.56,2,0.0,1.4455999999999998,Open
CA-2017-103380,2017-11-21,2017-11-25,Standard Class,Home Office,Pasadena,California,West,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,9.02,2,0.0,3.5178000000000003,Pending
CA-2017-103380,2017-11-21,2017-11-25,Standard Class,Home Office,Pasadena,California,West,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,1,0.0,2.2412,Open
CA-2017-103380,2017-11-21,2017-11-25,Standard Class,Home Office,Pasadena,California,West,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.9760000000001,3,0.2,49.49819999999997,Completed
CA-2015-116092,2015-02-15,2015-02-18,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1959,13.36,2,0.0,6.4128,Pending
CA-2015-116092,2015-02-15,2015-02-18,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,0.2,13.037499999999998,Pending
CA-2015-116092,2015-02-15,2015-02-18,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,Avery Durable Binders,11.52,5,0.2,4.176,Pending
CA-2015-116092,2015-02-15,2015-02-18,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.4399999999999,6,0.0,157.01759999999993,Pending
CA-2015-116092,2015-02-15,2015-02-18,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 22,19.44,3,0.0,9.3312,Pending
CA-2016-117849,2016-04-15,2016-04-17,Second Class,Home Office,San Diego,California,West,Office Supplies,Paper,Xerox 1911,143.7,3,0.0,68.976,Pending
CA-2015-169201,2015-09-28,2015-10-01,First Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,Holmes Odor Grabber,43.26,3,0.0,14.275799999999998,Pending
CA-2015-169201,2015-09-28,2015-10-01,First Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,Holmes HEPA Air Purifier,43.56,2,0.0,15.245999999999999,Open
CA-2016-164091,2016-09-17,2016-09-22,Standard Class,Corporate,Bangor,Maine,East,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.84999999999997,3,0.0,131.35499999999996,Open
CA-2016-164091,2016-09-17,2016-09-22,Standard Class,Corporate,Bangor,Maine,East,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0.0,33.9388,Completed
CA-2017-105214,2017-06-16,2017-06-19,First Class,Consumer,San Francisco,California,West,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7,0.2,90.97199999999998,Completed
CA-2017-105214,2017-06-16,2017-06-19,First Class,Consumer,San Francisco,California,West,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0.0,8.713799999999999,Completed
CA-2015-117611,2015-11-08,2015-11-10,Second Class,Home Office,San Diego,California,West,Office Supplies,Fasteners,Advantus Plastic Paper Clips,5.0,1,0.0,2.4,Completed
CA-2015-117611,2015-11-08,2015-11-10,Second Class,Home Office,San Diego,California,West,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.96999999999997,3,0.0,66.95459999999997,Open
US-2015-137960,2015-12-18,2015-12-18,Same Day,Consumer,New York City,New York,East,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0.0,24.936000000000007,Pending
CA-2017-122994,2017-02-06,2017-02-09,First Class,Consumer,Arlington,Virginia,South,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.96999999999997,3,0.0,79.19339999999997,Open
CA-2016-131065,2016-11-14,2016-11-16,Second Class,Consumer,Atlanta,Georgia,South,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98,2,0.0,114.99540000000002,Completed
CA-2016-131065,2016-11-14,2016-11-16,Second Class,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,0.0,2.376,Pending
CA-2016-131065,2016-11-14,2016-11-16,Second Class,Consumer,Atlanta,Georgia,South,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,0.0,3.8822,Pending
CA-2017-149146,2017-10-12,2017-10-12,Same Day,Home Office,Monroe,North Carolina,South,Office Supplies,Paper,Xerox 1989,7.968000000000001,2,0.2,2.6892000000000005,Pending
CA-2017-137470,2017-09-17,2017-09-17,Same Day,Consumer,Seattle,Washington,West,Office Supplies,Paper,Xerox 1984,12.96,2,0.0,6.3504000000000005,Pending
CA-2017-105480,2017-12-20,2017-12-26,Standard Class,Corporate,Rochester,New York,East,Office Supplies,Paper,Xerox 227,6.48,1,0.0,3.1104000000000003,Pending
CA-2017-105480,2017-12-20,2017-12-26,Standard Class,Corporate,Rochester,New York,East,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,6.984000000000001,1,0.2,2.357099999999999,Pending
CA-2017-164917,2017-12-02,2017-12-07,Standard Class,Corporate,Miami,Florida,South,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,47.96,5,0.2,4.196499999999995,Pending
CA-2015-102036,2015-09-21,2015-09-27,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74,6,0.0,47.937599999999996,Open
CA-2015-142944,2015-03-06,2015-03-11,Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26,7,0.0,95.75720000000001,Open
